index,acc_ln,eig_ln,acc_rn,eig_rn,acc_dn,eig_dn,acc_vgg,eig_vgg
229,67.42,0.028238105,61.465,0.0014462693,50.489999999999995,7.471653e-06,51.8375,0.0058977013
230,67.23,0.028214851,61.39,0.0014379122,50.66,7.446541e-06,51.46,0.0058863624
231,66.9675,0.028088776,59.285,0.0014309413,50.88249999999999,7.403123e-06,51.3825,0.0058699013
232,66.70500000000001,0.02803576,57.18,0.0014274898,51.105,7.3744955e-06,51.305,0.0058577103
233,66.44250000000001,0.027997931,55.075,0.0014183,51.3275,7.3604087e-06,51.2275,0.0058504688
234,66.18,0.027897859,52.97,0.0014132436,51.55,7.323549e-06,51.15,0.005838624
235,66.42,0.027837401,54.6475,0.0014082133,51.08,7.3203214e-06,51.1725,0.0058268877
236,66.66,0.027806472,56.325,0.0014023073,50.61,7.2495304e-06,51.195,0.00581865
237,66.9,0.027762212,58.0025,0.001396144,50.14,7.2338275e-06,51.2175,0.0058083725
238,67.14,0.027630635,59.68,0.0013880429,49.67,7.1967665e-06,51.24,0.00580701
239,66.73,0.02752296,59.635,0.0013823367,49.85,7.1840245e-06,51.335,0.00579204
240,66.32,0.027493946,59.59,0.0013722416,50.03,7.1607765e-06,51.43,0.0057855733
241,65.91,0.027384909,59.545,0.0013695112,50.21,7.155045e-06,51.525,0.005778367
242,65.5,0.027372733,59.5,0.0013641242,50.39,7.113404e-06,51.62,0.005768044
243,64.3775,0.027274668,59.3775,0.0013609532,50.32,7.1016257e-06,51.57,0.005760047
244,63.254999999999995,0.027256047,59.254999999999995,0.0013515746,50.25,7.0751225e-06,51.519999999999996,0.0057574394
245,62.1325,0.027137373,59.1325,0.0013481872,50.18,7.037092e-06,51.47,0.005755231
246,61.01,0.027089596,59.01,0.0013409364,50.11,6.9704333e-06,51.42,0.005743311
247,61.445,0.027061341,58.955,0.0013376289,49.917500000000004,6.959188e-06,51.3325,0.0057402267
248,61.879999999999995,0.027011894,58.9,0.0013285007,49.725,6.9550006e-06,51.245000000000005,0.0057326043
249,62.315,0.026961539,58.845,0.0013253872,49.5325,6.9265366e-06,51.1575,0.005726954
250,62.75,0.02685306,58.79,0.0013211793,49.34,6.902266e-06,51.07,0.0057093943
251,62.685,0.026818644,58.4475,0.0013190305,49.435,6.8457466e-06,51.36,0.005698198
252,62.620000000000005,0.02667399,58.105000000000004,0.0013113297,49.53,6.8339496e-06,51.65,0.0056973617
253,62.555,0.026588352,57.7625,0.0013108968,49.625,6.82404e-06,51.94,0.0056702024
254,62.49,0.026567696,57.42,0.0013074119,49.72,6.818824e-06,52.23,0.005664426
255,62.2725,0.026517289,57.822500000000005,0.001301921,50.0575,6.7964615e-06,52.1025,0.0056580813
256,62.055,0.026491696,58.225,0.0012948508,50.394999999999996,6.7760707e-06,51.974999999999994,0.005641745
257,61.8375,0.026451167,58.6275,0.0012904071,50.7325,6.747652e-06,51.8475,0.005631896
258,61.62,0.026324157,59.03,0.0012817946,51.07,6.7343262e-06,51.72,0.005619151
259,62.695,0.026260005,59.0525,0.0012782012,51.015,6.688579e-06,51.525,0.0056131356
260,63.769999999999996,0.026190765,59.075,0.0012755125,50.96,6.6587886e-06,51.33,0.005608128
261,64.845,0.026161866,59.0975,0.0012696643,50.905,6.6426865e-06,51.135,0.0055991267
262,65.92,0.026032193,59.12,0.0012668051,50.85,6.6161324e-06,50.94,0.005589569
263,64.89,0.025938252,58.927499999999995,0.0012623956,50.6925,6.600618e-06,51.037499999999994,0.0055792388
264,63.86,0.025890093,58.735,0.001260372,50.535,6.586163e-06,51.135,0.005573354
265,62.83,0.025825093,58.542500000000004,0.0012584764,50.3775,6.541688e-06,51.2325,0.0055649276
266,61.8,0.025787368,58.35,0.0012501692,50.22,6.5245617e-06,51.33,0.005555897
267,62.195,0.025738718,58.22,0.0012446382,50.0625,6.5071054e-06,51.3575,0.005547189
268,62.59,0.025716225,58.09,0.001240405,49.905,6.487024e-06,51.385,0.0055412613
269,62.985,0.025692584,57.96,0.0012366486,49.7475,6.471241e-06,51.412499999999994,0.0055252383
270,63.38,0.025679115,57.83,0.0012304621,49.59,6.4465867e-06,51.44,0.0055207266
271,63.0525,0.025554921,57.7475,0.0012233945,49.987500000000004,6.426169e-06,51.62,0.005518432
272,62.725,0.02548858,57.665,0.0012181706,50.385000000000005,6.4001433e-06,51.8,0.005495896
273,62.3975,0.025411949,57.582499999999996,0.0012097689,50.7825,6.3924504e-06,51.98,0.0054872013
274,62.07,0.025362361,57.5,0.0012066804,51.18,6.355413e-06,52.16,0.0054855947
275,62.480000000000004,0.025305437,57.0775,0.0012001494,50.9925,6.343084e-06,51.75,0.0054783304
276,62.89,0.025209611,56.655,0.0011986163,50.805,6.3342422e-06,51.34,0.0054749325
277,63.3,0.025172828,56.2325,0.0011944171,50.6175,6.295909e-06,50.93,0.005465294
278,63.71,0.025145564,55.81,0.00118548,50.43,6.2750964e-06,50.52,0.005457008
279,62.875,0.025063692,56.112500000000004,0.001184257,50.405,6.2643335e-06,50.85,0.005441832
